Τμήμα,Βάρδια,Εβδομάδα,"Κλάδος Προσωπικού",Υποκλάδος,"Απαιτούμενο Προσωπικό"
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-14","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΑΧΕΙΡΙΣΤΗΣ ΡΑΝΤΕΒΟΥ",2
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-12 έως 2026-05-16","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΕΙΣΑΓΩΓΩΝ",2
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-13 έως 2026-05-14",ΙΑΤΡΟΣ,ΑΙΜΑΤΟΛΟΓΙΑ,2
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-12 έως 2026-05-16",ΙΑΤΡΟΣ,ΠΝΕΥΜΟΝΟΛΟΓΙΑ,2
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-11",ΙΑΤΡΟΣ,ΨΥΧΙΑΤΡΙΚΗ,2
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-12 έως 2026-05-12",ΙΑΤΡΟΣ,ΕΝΤΑΤΙΚΟΛΟΓΙΑ,1
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-14 έως 2026-05-14","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΣΦΑΛΙΣΕΩΝ",1
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-16 έως 2026-05-16",ΙΑΤΡΟΣ,ΔΕΡΜΑΤΟΛΟΓΙΑ,1
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-12 έως 2026-05-12","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΡΧΕΙΟΥ",1
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-15 έως 2026-05-15","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΟΙΚΗΤΙΚΟΣ ΣΥΝΤΟΝΙΣΤΗΣ",1
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-15 έως 2026-05-15",ΙΑΤΡΟΣ,ΟΡΘΟΠΕΔΙΚΗ,1
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-11","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΓΡΑΜΜΑΤΕΑΣ ΤΜΗΜΑΤΟΣ",1
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-13 έως 2026-05-13",ΙΑΤΡΟΣ,ΠΑΙΔΙΑΤΡΙΚΗ,1
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,ΝΟΣΗΛΕΥΤΗΣ,25
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,"ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ",17
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-13 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΣΦΑΛΙΣΕΩΝ",5
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-16",ΙΑΤΡΟΣ,ΚΑΡΔΙΟΛΟΓΙΑ,4
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-14","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ",ΛΟΓΙΣΤΗΣ,2
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-15 έως 2026-05-16",ΙΑΤΡΟΣ,ΟΡΘΟΠΕΔΙΚΗ,2
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-13",ΙΑΤΡΟΣ,ΧΕΙΡΟΥΡΓΙΚΗ,2
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-15",ΙΑΤΡΟΣ,ΠΑΘΟΛΟΓΙΑ,2
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-12 έως 2026-05-16",ΙΑΤΡΟΣ,ΔΕΡΜΑΤΟΛΟΓΙΑ,2
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-15 έως 2026-05-16","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΠΡΟΜΗΘΕΙΩΝ",2
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-13 έως 2026-05-17",ΙΑΤΡΟΣ,ΕΝΤΑΤΙΚΟΛΟΓΙΑ,2
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-12 έως 2026-05-17",ΙΑΤΡΟΣ,ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,2
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-12 έως 2026-05-13","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΑΧΕΙΡΙΣΤΗΣ ΡΑΝΤΕΒΟΥ",2
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-15 έως 2026-05-15",ΙΑΤΡΟΣ,ΨΥΧΙΑΤΡΙΚΗ,1
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-12 έως 2026-05-12","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΟΙΚΗΤΙΚΟΣ ΣΥΝΤΟΝΙΣΤΗΣ",1
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-14 έως 2026-05-14",ΙΑΤΡΟΣ,ΟΥΡΟΛΟΓΙΑ,1
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-14 έως 2026-05-14",ΙΑΤΡΟΣ,ΠΝΕΥΜΟΝΟΛΟΓΙΑ,1
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-11","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΕΙΣΑΓΩΓΩΝ",1
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-17 έως 2026-05-17",ΙΑΤΡΟΣ,ΓΥΝΑΙΚΟΛΟΓΙΑ,1
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-15 έως 2026-05-15","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΡΧΕΙΟΥ",1
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-12 έως 2026-05-12",ΙΑΤΡΟΣ,ΝΕΥΡΟΛΟΓΙΑ,1
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,ΝΟΣΗΛΕΥΤΗΣ,24
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,"ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ",16
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-15","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΕΙΣΑΓΩΓΩΝ",4
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-16","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΓΡΑΜΜΑΤΕΑΣ ΤΜΗΜΑΤΟΣ",4
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-15",ΙΑΤΡΟΣ,ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,3
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-14 έως 2026-05-15",ΙΑΤΡΟΣ,ΚΑΡΔΙΟΛΟΓΙΑ,3
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-17",ΙΑΤΡΟΣ,ΟΥΡΟΛΟΓΙΑ,3
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-12 έως 2026-05-13",ΙΑΤΡΟΣ,ΔΕΡΜΑΤΟΛΟΓΙΑ,2
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-13 έως 2026-05-14","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΠΡΟΜΗΘΕΙΩΝ",2
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-13 έως 2026-05-16",ΙΑΤΡΟΣ,ΠΑΙΔΙΑΤΡΙΚΗ,2
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-14 έως 2026-05-17",ΙΑΤΡΟΣ,ΟΦΘΑΛΜΟΛΟΓΙΑ,2
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-16",ΝΟΣΗΛΕΥΤΗΣ,ΠΡΟΪΣΤΑΜΕΝΟΣ,2
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-16 έως 2026-05-16",ΙΑΤΡΟΣ,ΟΡΘΟΠΕΔΙΚΗ,2
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-13 έως 2026-05-13",ΙΑΤΡΟΣ,ΕΝΤΑΤΙΚΟΛΟΓΙΑ,1
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-17 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΑΧΕΙΡΙΣΤΗΣ ΡΑΝΤΕΒΟΥ",1
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-11",ΙΑΤΡΟΣ,ΝΕΥΡΟΛΟΓΙΑ,1
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-12 έως 2026-05-12","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΣΦΑΛΙΣΕΩΝ",1
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-14 έως 2026-05-14",ΙΑΤΡΟΣ,ΨΥΧΙΑΤΡΙΚΗ,1
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-17 έως 2026-05-17",ΙΑΤΡΟΣ,ΠΝΕΥΜΟΝΟΛΟΓΙΑ,1
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-17 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΡΧΕΙΟΥ",1
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-16 έως 2026-05-16","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ",ΛΟΓΙΣΤΗΣ,1
ΠΑΘΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,ΝΟΣΗΛΕΥΤΗΣ,20
ΠΑΘΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,"ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ",19
ΠΑΘΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-13 έως 2026-05-15","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΓΡΑΜΜΑΤΕΑΣ ΤΜΗΜΑΤΟΣ",3
ΠΑΘΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-13",ΙΑΤΡΟΣ,ΕΝΤΑΤΙΚΟΛΟΓΙΑ,3
ΠΑΘΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-12 έως 2026-05-15",ΙΑΤΡΟΣ,ΟΡΘΟΠΕΔΙΚΗ,3
ΠΑΘΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,ΠΡΟΪΣΤΑΜΕΝΟΣ,3
ΠΑΘΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-12 έως 2026-05-16",ΙΑΤΡΟΣ,ΟΥΡΟΛΟΓΙΑ,3
ΠΑΘΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-15 έως 2026-05-16",ΙΑΤΡΟΣ,ΨΥΧΙΑΤΡΙΚΗ,3
ΠΑΘΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-14 έως 2026-05-15","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΠΡΟΜΗΘΕΙΩΝ",2
ΠΑΘΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-17",ΙΑΤΡΟΣ,ΠΑΙΔΙΑΤΡΙΚΗ,2
ΠΑΘΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-13 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΟΙΚΗΤΙΚΟΣ ΣΥΝΤΟΝΙΣΤΗΣ",2
ΠΑΘΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-12 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΕΙΣΑΓΩΓΩΝ",2
ΠΑΘΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-12 έως 2026-05-17",ΙΑΤΡΟΣ,ΓΥΝΑΙΚΟΛΟΓΙΑ,2
ΠΑΘΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-16","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ",ΛΟΓΙΣΤΗΣ,2
ΠΑΘΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-12","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΣΦΑΛΙΣΕΩΝ",2
ΠΑΘΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-14 έως 2026-05-14",ΙΑΤΡΟΣ,ΝΕΥΡΟΛΟΓΙΑ,1
ΠΑΘΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-14 έως 2026-05-14",ΙΑΤΡΟΣ,ΟΦΘΑΛΜΟΛΟΓΙΑ,1
ΠΑΘΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-17 έως 2026-05-17",ΙΑΤΡΟΣ,ΚΑΡΔΙΟΛΟΓΙΑ,1
ΠΑΘΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-15 έως 2026-05-15",ΙΑΤΡΟΣ,ΧΕΙΡΟΥΡΓΙΚΗ,1
ΠΑΘΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-16 έως 2026-05-16","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΡΧΕΙΟΥ",1
ΠΑΘΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-11",ΙΑΤΡΟΣ,ΔΕΡΜΑΤΟΛΟΓΙΑ,1
ΠΑΘΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,ΝΟΣΗΛΕΥΤΗΣ,22
ΠΑΘΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,"ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ",19
ΠΑΘΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-17",ΙΑΤΡΟΣ,ΧΕΙΡΟΥΡΓΙΚΗ,4
ΠΑΘΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-12 έως 2026-05-15","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΑΧΕΙΡΙΣΤΗΣ ΡΑΝΤΕΒΟΥ",3
ΠΑΘΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ",ΛΟΓΙΣΤΗΣ,3
ΠΑΘΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-12 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΣΦΑΛΙΣΕΩΝ",3
ΠΑΘΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-16","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΕΙΣΑΓΩΓΩΝ",3
ΠΑΘΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-12 έως 2026-05-14",ΙΑΤΡΟΣ,ΠΑΘΟΛΟΓΙΑ,3
ΠΑΘΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-15 έως 2026-05-16",ΙΑΤΡΟΣ,ΠΝΕΥΜΟΝΟΛΟΓΙΑ,2
ΠΑΘΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-13 έως 2026-05-13",ΙΑΤΡΟΣ,ΝΕΥΡΟΛΟΓΙΑ,2
ΠΑΘΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-15 έως 2026-05-17",ΙΑΤΡΟΣ,ΟΦΘΑΛΜΟΛΟΓΙΑ,2
ΠΑΘΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-13 έως 2026-05-17",ΙΑΤΡΟΣ,ΔΕΡΜΑΤΟΛΟΓΙΑ,2
ΠΑΘΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-11",ΙΑΤΡΟΣ,ΕΝΤΑΤΙΚΟΛΟΓΙΑ,2
ΠΑΘΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-14 έως 2026-05-16",ΙΑΤΡΟΣ,ΑΙΜΑΤΟΛΟΓΙΑ,2
ΠΑΘΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-12 έως 2026-05-12",ΙΑΤΡΟΣ,ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,1
ΠΑΘΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-13 έως 2026-05-13","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΟΙΚΗΤΙΚΟΣ ΣΥΝΤΟΝΙΣΤΗΣ",1
ΠΑΘΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-11",ΝΟΣΗΛΕΥΤΗΣ,ΠΡΟΪΣΤΑΜΕΝΟΣ,1
ΠΑΘΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-15 έως 2026-05-15","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΡΧΕΙΟΥ",1
ΠΑΘΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-12 έως 2026-05-12",ΙΑΤΡΟΣ,ΓΥΝΑΙΚΟΛΟΓΙΑ,1
ΠΑΘΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,ΝΟΣΗΛΕΥΤΗΣ,26
ΠΑΘΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,"ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ",16
ΠΑΘΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-17",ΙΑΤΡΟΣ,ΠΑΙΔΙΑΤΡΙΚΗ,6
ΠΑΘΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-13 έως 2026-05-16","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΠΡΟΜΗΘΕΙΩΝ",4
ΠΑΘΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-17",ΙΑΤΡΟΣ,ΚΑΡΔΙΟΛΟΓΙΑ,3
ΠΑΘΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-16 έως 2026-05-16",ΙΑΤΡΟΣ,ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,2
ΠΑΘΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-15 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ",ΛΟΓΙΣΤΗΣ,2
ΠΑΘΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-13 έως 2026-05-14","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΡΧΕΙΟΥ",2
ΠΑΘΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-12","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΣΦΑΛΙΣΕΩΝ",2
ΠΑΘΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-16","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΟΙΚΗΤΙΚΟΣ ΣΥΝΤΟΝΙΣΤΗΣ",2
ΠΑΘΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-13 έως 2026-05-15",ΙΑΤΡΟΣ,ΨΥΧΙΑΤΡΙΚΗ,2
ΠΑΘΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-12 έως 2026-05-17",ΙΑΤΡΟΣ,ΟΥΡΟΛΟΓΙΑ,2
ΠΑΘΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-12",ΙΑΤΡΟΣ,ΟΦΘΑΛΜΟΛΟΓΙΑ,2
ΠΑΘΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-16 έως 2026-05-16",ΙΑΤΡΟΣ,ΓΥΝΑΙΚΟΛΟΓΙΑ,1
ΠΑΘΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-15 έως 2026-05-15",ΙΑΤΡΟΣ,ΑΙΜΑΤΟΛΟΓΙΑ,1
ΠΑΘΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-12 έως 2026-05-12",ΙΑΤΡΟΣ,ΔΕΡΜΑΤΟΛΟΓΙΑ,1
ΠΑΘΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-13 έως 2026-05-13",ΙΑΤΡΟΣ,ΠΝΕΥΜΟΝΟΛΟΓΙΑ,1
ΠΑΘΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-17 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΕΙΣΑΓΩΓΩΝ",1
ΠΑΘΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-12 έως 2026-05-12","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΑΧΕΙΡΙΣΤΗΣ ΡΑΝΤΕΒΟΥ",1
